"time","user","text"
"Sun Jun 07 04:52:47 PDT 2009","Swagga28","Slim pickin's on the DVR lately, all my fav shows are in season finale mode   Bball is almost over too - dog days of summer..."
"Fri May 22 00:30:46 PDT 2009","dixiegirls101","Watching the latest 90210 ep online. Also am in the hospital with my mom watching my grandpa die! "
"Wed Jun 03 04:13:48 PDT 2009","Tamarzipan","Crikey that was pointless..apparently i could go to university if i stay at school. Uhm no thanks. Leavers foooorm "
"Sun May 10 03:02:01 PDT 2009","officialofsue","Hanging out at cousin's house, getting a manicure and pedicure.  Then off for some beauty sleep..."
"Mon Jun 15 06:47:32 PDT 2009","twittttermee","eskwela then astoriaa  happy 3rd monthsaryy lovidubss  iloveyouuu "
"Sat May 30 18:24:28 PDT 2009","marcelinnz","@davidfarrier was that chang I saw on min.3.42 ? looks like you'll blend in well David "
"Tue Jun 16 08:52:47 PDT 2009","Tabbatha89","I meant "
"Sat Jun 20 17:21:12 PDT 2009","sunlitvixen","for crying out loud, i just touch things and they break. "
"Sat Jun 06 19:58:32 PDT 2009","joaaannnnne","@iFilma CONGRATULATIONS! "
"Sun May 31 08:19:18 PDT 2009","nuraliaa","@farfithriyaani me tooo! siuk aaah.  haha."
"Tue Apr 21 02:00:13 PDT 2009","tweetpet","@Accessoryamy  Clean Me!"
"Thu May 14 00:41:18 PDT 2009","iletaitunefois","On one hand, I love following all these celebrities on twitter--especially the authors.    ON THE OTHER HAND, WHAT IF THEY LOOK AT MINE???"
"Sun Jun 07 04:47:54 PDT 2009","MaNa5V1","@Sharonyy i brought sims houseparty home but it aint working  "
"Sat Apr 18 22:47:40 PDT 2009","I_am_liberal","@LessaT  So u take pride in hurling wild unauthenticated divisive comments?  Great.   I'm happy u are a &quot;Independent/conservative&quot; #tcot"
"Fri Jun 05 14:29:08 PDT 2009","Asmileforonlyu","is on the way to her graduation  so excited."
"Sat May 30 23:29:37 PDT 2009","MisterPine","Just RSVP'd for a free screen of 500 Days Of Summer,  starring &lt;3 Zooey Deschanel, at Malco Paradiso on July 30th. "
"Thu May 28 21:00:19 PDT 2009","jonatanraziel","J::nods head:: E::nods head:: D::nods head::,our The Hills moments "
"Wed May 13 23:50:56 PDT 2009","Geek2Nurse","No worries, @DrCris. The surgeon is secretly thinking how glad he is to know he's not the only one who's ever done that. "
"Mon Jun 01 06:02:01 PDT 2009","phyllisdobbs","@sarahgill29  why all the Phyllis following "
"Tue Jun 16 17:51:26 PDT 2009","the_meghatron","How is possible that the ONE night this event is scheduled, every single one of our previously-offered sitters is out of town or busy?  "
"Mon Jun 01 08:02:01 PDT 2009","retorta","@paulohenriques argh "
"Sat May 30 20:56:08 PDT 2009","atlastjake","at home doing nothing. "
"Wed Jun 03 04:25:51 PDT 2009","SkinnyWinner","@schokopudding no, that's so hot  alright, I'm strange maybe in relation to other people... *hrmpf*"
"Mon Jun 01 04:03:18 PDT 2009","cyberdees","@tojulius Do it, and lets see how many views you can generate using your social media prowess "
"Sat May 30 12:37:41 PDT 2009","bratalishus","at work today and it's actually sunny outside! "
"Mon Jun 15 16:58:23 PDT 2009","griffinholli","I went to the pool to get a tan. I now have a sunburn. SPF 15. Why have you forsaken me? "
"Sat Jun 20 00:58:03 PDT 2009","bubbly84","Stormy storm storms.  Signing back OFF the computer. D:  I MISS YOU GUYS, DAMMIT. "
"Sun Apr 19 05:54:39 PDT 2009","Samanthalvsben","@LucieLKS Hiiii U Ok? would you be able to send me a signed 4to?  x"
"Sun May 31 18:16:07 PDT 2009","shredsofvanity","I am about to cry at this movie and it isn't at a sad part. "
"Thu May 14 07:33:31 PDT 2009","zoetunstall","@tommcfly i saw you in Northwood earlier  but i was on the bus so i couldn't say hi. hope you feel better soon xx"
"Tue Jun 02 01:32:38 PDT 2009","shell_here","@bigcox *least I meant *least - otherwise it sounds ruder than I intended! "
"Fri May 22 08:03:45 PDT 2009","elliemorgan","http://ellie-m.blogspot.com/ CHECK OUT MY NEW BLOG "
"Sat May 30 06:24:39 PDT 2009","theorytree","@pixiexoxo I noted him forever ago, but he never replied  there's a photographer I could do, though I'd rather do someone else xD"
"Sun May 31 00:33:50 PDT 2009","RosiePeters","@divaonadiet Great work. Sensible diet works, but u have to be so &quot;tough love&quot; to  get what u really want. U must be thrilled "
"Sat May 30 15:54:03 PDT 2009","jimmyaquino","Thx to everyone who came to CNI 200! It was a blast! &amp; to those that didn't....suck it.  now, dinner with Cass,Joe,Jeff at the Palm."
"Tue Jun 02 02:04:21 PDT 2009","janluvu","@geraldsantos yeah i hav like three projects to do its seriously shitting me up the wall "
"Sun May 31 23:57:43 PDT 2009","BriBri2007","@THEREALJMAC lmbooo! Heck yeah..smh..I hate that "
"Sat Apr 18 14:09:39 PDT 2009","fitSpirit","off to the australian fitness expo today, always interesting people watching there "
"Sat May 02 12:46:39 PDT 2009","shirizaan","@Gundampilotspaz Oh boo. I play on the 360. "
"Sat May 30 00:09:32 PDT 2009","kirsty0990","@lifesacookie18 ha i will try too  ... tho fiona is in today  i am so tired"
"Wed Jun 17 00:11:01 PDT 2009","mizu_skye","is tryin to figure out this twitter malarkey and misses certain people alot "
"Mon Jun 15 17:35:30 PDT 2009","danyall","@katyperry I know you won't see this, but, just to say 'i did' ... Hi! "
"Tue Jun 16 16:52:30 PDT 2009","Rossd00d","@JULL1234 no i dont have it saved lol  sorry text me again n ill save it, but yea im coming to charleston"
"Sun Jun 07 04:38:51 PDT 2009","d0odle","who has potato gems?? i ate all mine "
"Sat Jun 06 13:35:55 PDT 2009","aldgurl","@OnTheDownLowe yup that's one of the mysteries of life! boo "
"Thu Jun 18 19:56:27 PDT 2009","CarmenMarieC","In need of an agent  waiting on the fam from p.r to get here"
"Mon Jun 01 02:50:00 PDT 2009","moshandcik","On Holiday "
"Sat Jun 06 13:22:39 PDT 2009","mkitchen77","Has had the most enjoyable day she's had for a lonng time .. "
"Sat May 09 19:00:45 PDT 2009","hunycat","tweep tweep haha "
"Thu Jun 25 03:20:25 PDT 2009","tenchic","is coughing like a dog. arf arf. "
"Fri May 29 14:44:09 PDT 2009","twitty_ricky","@MrPerfect919 i did have 1 n i still do...this job is so dead 2 me right now... "
"Wed Jun 17 04:18:21 PDT 2009","Selly06","@MarkusFeehily Wow, what happened that you're in such a good mood? ;) Keep it up! It's good. Cheered me up ;) I'm stuck in work "
"Thu Jun 18 03:51:54 PDT 2009","suloinen","having a shitty day. Working tomorrow. "
"Sun Jun 07 11:26:12 PDT 2009","charlalottie","@zoomswhizzkid oh that's nice after a long hard day of revision "
"Sat Jun 06 10:52:57 PDT 2009","xPaigeMariex3","@AshleeKayy i dont think so  bc it was either that or not staying all night"
"Mon Jun 22 19:37:05 PDT 2009","MarkyCristobal","Kinda sad now "
"Sun Jun 21 02:57:06 PDT 2009","missgiggly","@foxythang2000 but apparently in commentary, Marion says 'their love prevents them from having a normal life'.. so I think cement = true "
"Sat May 30 03:19:29 PDT 2009","razearellano","haha love you bianxx it's cool here right? "
"Sun Jun 07 03:42:58 PDT 2009","Kimbersnake","well its quiet on here today "
"Mon Jun 15 08:24:40 PDT 2009","JAMIHARLESS","Is pumping iron at the gym "
"Fri Jun 19 08:37:28 PDT 2009","katrchrdsn","@jackwilliambell  bad iPhone!"
"Thu Jun 18 15:43:59 PDT 2009","woesis","has been getting stuck in traffic--on multiple HWYs. "
"Thu May 14 03:36:57 PDT 2009","TheKingOfSpain","@8lackcat you need to get him sorted!! "
"Sat Jun 20 18:03:44 PDT 2009","jenny2s","@madlyv nice concept! especially there. Freeze the wonderfulness of it all! IF only time could stand still..How r u today? 98 here today. "
"Sun May 17 23:12:11 PDT 2009","MalyBee","World, you bore me. I'm going to bed. "
"Sat Jun 06 17:40:55 PDT 2009","clarisza","I've been trying to sleep from 00:00 but turns out I'm able to sleep at 03:45 oh man "
"Mon Jun 15 04:44:32 PDT 2009","karmelanebrija","Gaaaaaahd.ENGLISH. I don't get it. Why does she have to be so cruel? "
"Sun May 31 01:44:25 PDT 2009","nancyhchon","I miss squid and native "
"Sun Jun 21 08:40:45 PDT 2009","axellenium","...for once in your life just say I'm worth it... "
"Tue Jun 16 04:21:29 PDT 2009","animoenzo","@tweryll oh wow this is where it all starts. I guess it's all working out in the end. Life is good to nice people. "
"Sat May 30 21:48:46 PDT 2009","iamdionnamarie","@StadiumDan I don't know about BK... but I know I need to move... sigh  I miss midtown SO MUCH"
"Sat Jun 06 21:46:52 PDT 2009","NotYaAvearge","@cwcelebreporter MY ANCKLES!!!!  LMAO  "
"Mon Jun 01 05:01:28 PDT 2009","joshtastic1","@xlad cut willy? and read ur blog poor u with that twat as a neighbor  x x"
"Fri May 22 05:42:19 PDT 2009","crglmb","Fucking VITAL ain't working...cant get any presentations off the internet to revise from "
"Thu Jun 25 04:53:54 PDT 2009","justmuneeb","@rabiagarib Great comment by Imran..  unfortunately.. i am yet not able to review videos.. 5 videos pending on cio till now "
"Sun Jun 07 02:35:35 PDT 2009","lindamoes","@stephaniepratt Yes i'll pray!! How is she at the mo? And good that you won the Award!!! "
"Sat May 30 11:06:37 PDT 2009","shehnazkhan","Wooooooo LOVED Shaheen As Well!..Awesomeee.. &amp; He Sang The MJ Song As Well (Y) Goosebumps!!!  OMG What A Voice!!! Jeeeeeezzz"
"Tue Jun 02 06:10:22 PDT 2009","thin_perfection","@wantsize0 no giving in!!! We're better than that "
"Sun Apr 19 07:14:12 PDT 2009","pukkoila1978","is trying to figure Twitter out  any short cuts please feel free to let me know"
"Mon May 04 05:13:21 PDT 2009","kathelizmac","Day 8 of the 30 Day Shred and Day 5 of Special K Challenge... I feel fantastic. "
"Sun May 10 18:36:06 PDT 2009","libbyvoegeli","@brittany_316 shes on vh1 "
"Fri Jun 05 17:39:49 PDT 2009","mandimerrill","@drksydqueen i miss you more. "
"Mon May 18 08:14:10 PDT 2009","kDubs17","allergies and exhaustion don't mix well  plus did i mention it's freakin' freezing??"
"Tue Jun 16 06:28:08 PDT 2009","KaitKenny","think I need to go to the doctor "
"Tue Jun 02 12:09:28 PDT 2009","evilwar","the snozberries tastes like snozberries! 7-11 has got this slurpee down "
"Mon Jun 15 04:06:16 PDT 2009","juneutash","leaving for michigan "
"Fri May 29 16:24:40 PDT 2009","ChristinaAF","off to read some more 'Pop Tart' and stop thinking about everything going on. revision in hyde park tomorrow "
"Wed Jun 17 22:03:52 PDT 2009","hintswen","@tomricci aww  guess i'm out lol."
"Mon May 18 07:43:01 PDT 2009","CactusCanyon","@DaivRawks We need a pick of the suit, tie, and sneakers....hehe "
"Fri Jun 19 06:27:49 PDT 2009","DaisyReyes","busy helping my aunt create her AVP on Sunday  we've been working on it for like three hours now ( i wanna watch TV! hah."
"Sun May 03 08:30:25 PDT 2009","xkirsty_x","mmm yummy coke.... i wish i had another bag of doritos now "
"Thu Jun 18 20:13:28 PDT 2009","mountaineerbabe","Packing Shawn's  clothes.  "
"Sun May 10 20:16:36 PDT 2009","Lux_bird","@NataschaArtworx Your new avatar is pretty "
"Mon May 18 05:33:46 PDT 2009","pattidigh","@CCSeed unfortunately, we have a frost warning for tonight "
"Sat Jun 06 23:35:33 PDT 2009","PatzIsDoomed","Trying to sleep...but I can't. "
"Sat May 30 19:12:05 PDT 2009","rachelohmy","The most laughs I had in a while in the movies  Go see UP!"
"Mon May 04 00:52:53 PDT 2009","RBizzzle","finally home for once after a dope ass week "
"Tue Jun 02 20:59:57 PDT 2009","peeyaah","says KARMA DOWN PARIN  HUHUH. http://plurk.com/p/y0v45"
"Mon May 18 00:47:00 PDT 2009","j_ash","Will Miley Cyrus ever make a mistake that will send a @reply to me instead to some other one which also starts with the letter &quot;J&quot; "
"Sun May 31 11:39:58 PDT 2009","Jrabbit517","Bored on a Sunday = matinée showing of ghosts of girlfriends past "
"Sat Jun 06 14:43:42 PDT 2009","shaykins","I'm at Twist sitting by the bar, by my lonesome. Just got out of class. Feel rather good right now. "
"Sun Apr 19 11:00:34 PDT 2009","CynthiaBuroughs","@enterskyland Im getting bored of Twitter, nobody replies, this only seems like a pit of crocodiles, huge mouths and no ears "
"Sat May 30 18:39:55 PDT 2009","BRITNEEkatelynn","Had a somewhat exciting day today. I made my mom very sad when I told her I might be moving out  ... Going to bed, busy day tomorrow &lt;3"
"Mon Jun 01 07:10:07 PDT 2009","feliposition","we need aircon quite badly. This stickiness will not do "
"Mon Apr 20 23:30:57 PDT 2009","iPaul09","Hungover today after too much red wine last night "
"Thu May 28 23:31:58 PDT 2009","hiracdelest","time for tv in bed.Then spending all day catching up on studying  i hate online summer classes"
"Sat Jun 06 06:22:58 PDT 2009","pkgulati","@asatiir  don't worry, have fun using it. I sent u a dm with my cell number"
"Fri Jun 05 15:58:11 PDT 2009","ashtonnnnnn","Strawberry banana smoothies + curly fries = "
"Sun May 31 18:17:26 PDT 2009","MisbahShahid","@lisagbaby : how was ny????? we studied everyday for 8 hours "
"Fri Jun 19 14:34:39 PDT 2009","LittleMissDx","@blayze316 Sorry to hear your jaw is giving you pain!!! "
"Wed Jun 17 15:13:42 PDT 2009","Leilani412","@thealexbishop Finally out of work! A Thur night party sounds awesome, but I can't afford to take Fri off "
"Sun Jun 07 14:16:49 PDT 2009","sidneynash","@missyanchi cant update on 'mileyloverx3' anymore "
"Mon May 11 22:48:31 PDT 2009","DJCOVERGIRL","GOOD NIGHT EVERYONE  TEX IT IF ANYTHING"
"Sat Jun 20 06:11:30 PDT 2009","allencooley","I'm awake....barely....as usual...got meetings today  ...and me and @dblanks gotta get our stuff together to head to LA"
"Tue May 26 21:14:51 PDT 2009","leshalu","Happy birthday @thebrandicyrus "
"Sun May 17 17:08:38 PDT 2009","ashlaspina","obsessed with the song (i make) good girls go bad by cobra starship featuring leighton meester!   "
"Sat May 30 22:12:27 PDT 2009","Gissiee","My girlfriend left to colombia 3 days ago. Only samantha ronson can make me feel better. "
"Sat May 02 07:46:58 PDT 2009","dorothysiok","followed the saga when i was supposed to be mugging hard  *guilty*"
"Sat Jun 06 18:50:03 PDT 2009","boogchic09","bought alot of stuff today but hey i look cute  and finally got new headphones  *YouBelongWitMe"
"Wed Jun 17 00:51:56 PDT 2009","denishogan","Sick of doing battle with the forces of LAMP. "
"Sun May 03 07:33:24 PDT 2009","Hookney","whoa! swine flu is spreading  . be careful everybody"
"Sun May 31 05:43:32 PDT 2009","aishaisha","Oh daym, I wanted Shaun Smith to win "
"Mon May 11 22:27:13 PDT 2009","kreacjny","@ScraperBikeKing yes he do-but it is a big realization 4 him. he goes to a school thats 62% white "
"Wed May 13 22:37:09 PDT 2009","jessijedi","is in complete awe of LOST... and needs something else to obsess over for the next nine months "
"Sun Jun 07 02:44:28 PDT 2009","Twasgirl","Did anyone here the mega thunder in  London this morn??! My bed shook! No Portobello  my friend asked if I was allergic to rain...er Yes!"
"Tue Jun 16 04:57:44 PDT 2009","barbiesands","@puddingface Some of my walls at home are like theirs..old fashioned and rustic..just like me! "
"Mon Apr 20 07:39:58 PDT 2009","princess_misty","it has been a while since i have been on here, just checking it out again "
"Tue Jun 16 05:24:08 PDT 2009","AirlieBirds","Hull FC Community Academy @ Skirlaugh School next week for fitness and healthy living workshops with the kids - big up Hull FC  #hullfc"
"Mon Jun 01 07:48:34 PDT 2009","taurus03","I've got 11 days on spring classes left. Then I can finally enjoy summer "
"Wed Jun 17 21:26:14 PDT 2009","Bellamort_","@_harrypotter_ ooc:  That stinks. Maybe I could attack you or something, a little change of pace, hm? *laugh*"
"Mon Jun 01 19:56:57 PDT 2009","classycassie86","Joggin around Harada park... Someone come jog with me  I need motivation DAMMMIT! http://myloc.me/2kBZ"
"Mon Apr 20 00:17:37 PDT 2009","FrankBecker","COFFEE! That's all I need now. "
"Sun May 10 08:48:35 PDT 2009","danipoynterjudd","@Abbie_Judd it made me all sad cause i didn't have a very good time that night "
"Wed Jun 03 10:27:46 PDT 2009","minghao","@pingpingss Thanks~ "
"Thu Jun 25 00:47:12 PDT 2009","mcflyapril","@Miss_Becca Lucky  On mondays and fridays I finish at 3.20... and Tuesdays and thursday I finish at 4.20  It's mega lame"
"Sat May 30 13:30:37 PDT 2009","VioletsCRUK","@pd1001 LOL only in spirit Paul.(literally).we would have been out together, but a certain someone (@glasgowlassy) lives in Canada!! "
"Tue Jun 02 04:46:12 PDT 2009","burbleon","@dinno congratulations! "
"Sat Jun 06 01:04:00 PDT 2009","edwardbeIIa","@ddlovato Does Madison have a twitter? "
"Sat Jun 06 09:16:48 PDT 2009","lindseystant0n","I remember the first time we danced. I remember tunneling through the snow like ants. "
"Tue Jun 02 03:03:27 PDT 2009","LeaPinter","watch the MTV awards.   LOOOOVE IT"
"Sat Jun 06 21:15:16 PDT 2009","ellen_12","@sDeese123  we have been apart for so long! You better say hi bitch i miss you."
"Mon Jun 01 05:15:35 PDT 2009","ericktalban","@caroltonetto @belatonetto @fabianacruz @cindytoneto @Twenty4thEleven @thaynantes Hello Lovely Girls "
"Mon Apr 20 08:00:21 PDT 2009","lindsaymoo","Watching the clownfish in marine. lala dee dum. wheres mollycool? oh ya being a doucheee "
"Mon Jun 15 16:22:53 PDT 2009","danagillbro","@MarketSuccessor  Thanks for ur DM!! &amp; 4 the follow, of course. "
"Thu Jun 25 08:22:04 PDT 2009","LibbyHanley","only two days left... "
"Mon Jun 15 05:36:39 PDT 2009","Mortimus1","WOO my chameleon circuit CD just came. I got a signed copy "
"Fri May 29 21:01:32 PDT 2009","AntArchieB","@xoClaraxo hmm that sucks lol have you voted for him ? "
"Tue Jun 16 13:21:09 PDT 2009","BugsyWorld","FACT: on the phone w/ Bank of America's CUSTOMER SERVICE.....this SHIT SUCKS!!! ....wtf? 1 Hr?? ....i sooo HATE this shit!! "
"Mon May 04 00:17:49 PDT 2009","ToxicMelvin","@StEvIeCgN Morgen "
"Sun May 03 16:44:01 PDT 2009","shygamer","@tn_femme oh i havent quite gotten to the folding part. my clothes are still on my bed waiting for that step. "
"Tue Jun 02 03:37:27 PDT 2009","KE4ZNR","@Vix27 @jjx Thanks for the BDay wishes!  Yall rock! Have a great day!"
"Mon Jun 15 17:19:35 PDT 2009","podgypanda","instant noodles and mixed vegies for lunch  not the 50c instant noodles either. a hefty $1.75! better be good &gt;_&gt;"
"Mon Jun 15 09:22:45 PDT 2009","VelvetRope1","getting ready to go to the dentist ugh we hate the dentist  - VR"
"Sun May 17 09:59:48 PDT 2009","Erinna1","@PrinceMiro get up lazy bones "
"Tue Jun 23 14:09:55 PDT 2009","loveville","Yay i probably failed! Maybe not i'll find out in 4-6 weeks  that stuff was hard!"
"Mon Jun 01 14:41:03 PDT 2009","coreybean","@bindery I'm a petite 5'1&quot; woman. When I google my maiden name I get linebackers - w/ my married name, rugby players.  Funny stuff "
"Sun May 31 16:09:59 PDT 2009","quarrygirl","@JenRampage definitely hit up ronalds donuts! there's also a great whole foods, pf changs, il fornaio &amp; red velvet cafe. Thx 4 reading "
"Sun May 03 09:31:03 PDT 2009","dougboyfresh","I love rainy days but the dogs always poop in the house "
"Mon Jun 01 17:48:22 PDT 2009","Mrmichaelnewton","@Go_Ask_Alice "
"Fri Jun 05 09:08:30 PDT 2009","tinyyellowpanda","@eKvin69 yo yo yo. hes not gonna go  thats good"
"Wed Jun 17 01:33:43 PDT 2009","lottie76","Morning. Woke up feeling poorly today  First time in  ages. Boo."
"Sun May 31 04:52:29 PDT 2009","NonGSter","@kjohn haha try Heineken then "
"Fri May 01 22:04:22 PDT 2009","Erika_Noelle","Aww why is it raining "
"Sun Jun 07 13:19:29 PDT 2009","MarianneSays","@adriolivera (aka alexis) lmaoo WAY TO BE THATT GUYYY! XD But yeahh! i wish i was at disney. i havent been there in a longggggg! "
"Tue Jun 02 14:30:14 PDT 2009","sweetpea1036","@jonathanrknight out with a bang does that mean this is it??? "
"Sat May 30 22:30:02 PDT 2009","ymdva","back at my hotel.. tired, long day... bad allergies out here in Portland! "
"Tue Jun 23 16:40:44 PDT 2009","mandi_jewell","Raising Children 101: Never let a 6 yr old get his own drink. Moving the whole fridge to mop under it is NO fun "
"Fri Jun 19 04:28:02 PDT 2009","Mileylover29","@officialTila dangit!! My mom made me put my money back cause it's for college!  give it to Melbournegir@."
"Sun May 31 09:15:23 PDT 2009","kellymrockson","just woke up and think i feel worse then i did yesterday  boo."
"Wed Jun 03 03:51:36 PDT 2009","KyngDyngalyng","New boys-you're a jerk. Get into it "
"Sun May 31 11:54:04 PDT 2009","GoodEnergyCA"," My advice is not to inquire why or whither, but just enjoy your ice cream while it's on your plate. ~ Thornton Wilder"
"Tue Jun 16 13:49:28 PDT 2009","ex1up","pkollar: @Gazimoff We already got one up  [Phil Kollar@Gazimoff We already got one up ] http://tinyurl.com/nn3z25"
"Fri May 22 07:33:53 PDT 2009","Babaria","@EJWilliamsJr haha.. found you here too! Maria  x"
"Sun May 31 16:43:52 PDT 2009","LordTanky","#moviemisquotes &quot;this coffee tastes like sh!t&quot; .. 'it is sh!t Austin' "
"Sun Apr 19 12:24:46 PDT 2009","mustlol99","cramming 4 the history test on china and japan...   IM GUNNA FAIL!!"
"Sat Jun 06 05:10:11 PDT 2009","carlyluvsunited","@trueblud .......and Park Ji-Sung I fear "
"Sat May 30 16:12:06 PDT 2009","BC4815","Watching Reno 911 now lol "
"Mon Jun 01 02:40:42 PDT 2009","gloupe","@PowerofNo Yes I do, it's a nice country or county as you like  you live in the Big Apple, right?"
"Fri May 29 09:14:14 PDT 2009","FionaFlame","@LucyFurLeaps It's still up the duff boo "
"Tue Jun 02 07:48:42 PDT 2009","suzannapavelle","Pandora is doing a kick ass job today. Making bill payment much more fun. "
"Mon Jun 01 08:59:17 PDT 2009","soihaveanidea","is still trying to fall asleep, but cant stop her fingers off her mobile. Thank you wi-fi. "
"Sun Apr 19 06:57:45 PDT 2009","wondrous_as_u","@beebalmdancer Awww, this is sweet. I miss him too, and ALWAYS during Bartender. "
"Sun May 03 00:25:05 PDT 2009","christina_evans","Home at last and unpacking in a decidedly chillier climate. Thanks for the marvellous weekend @anarugirl @tuitree @eonsim @brehaut "
"Tue May 26 23:09:56 PDT 2009","riaaglipay","heading off to bed now. goodnight! "
"Fri May 01 22:49:11 PDT 2009","Aizkrim","@thedailysurvey haiz... the radio portal suddenly won't work on my pc. wasn't able to listen to your show.  hello anyway."
"Thu May 14 08:28:34 PDT 2009","yuanjilong","I don't like farewell, that's why I always reject to watch the final season of FRIENDS. "
"Fri May 29 17:14:19 PDT 2009","beejaybhatt","My friend has sent me such a sweet sms. I can't wait to see you, I'm actually missing you "
"Mon Jun 15 05:48:46 PDT 2009","leorobinson","Shit day  x"
"Sun Apr 19 01:42:39 PDT 2009","rupertlally","@mr_trick no way! - this is obvously why we are simpatico, mate! "
"Mon Jun 15 20:00:38 PDT 2009","joshuar1313","@DBVII lol I know that feeling "
"Tue May 26 21:08:23 PDT 2009","libertypile","my hen Dot died of a liver fracture "
"Mon Jun 22 15:29:50 PDT 2009","allisonlaura","why won't twitter work on my phone? "
"Wed Jun 03 01:01:44 PDT 2009","Cubbo","just drove by a truckload of live hogs.. they do not look very comfortable "
"Sat Jun 06 02:31:21 PDT 2009","twebbstack","@shaundiviney http://twitpic.com/6qfml - awwwww "
"Sun May 17 12:01:15 PDT 2009","GennineD","@MGiraudOfficial    http://twitpic.com/5dkm2 Do you like it???? I'm in the process of making yours "
"Sat Jun 06 02:55:25 PDT 2009","judysue02","CRAP hes steeling my feelings and i love it "
"Sun May 31 15:14:21 PDT 2009","sharmene","@ChampionPhts lol looks like I'm just going to catch a regular season game NEXT YEAR "
"Sat May 30 09:29:39 PDT 2009","JoeyArceo","Mom leaves today!  Sad!"
"Mon Jun 01 08:28:55 PDT 2009","mikeyavila","I didnt drive today "
"Sat May 30 07:42:26 PDT 2009","3nicola","its really nice out today, cold inside though  need to do someting"
"Sat Jun 06 20:16:31 PDT 2009","kidkandy123","Hospitals are the lowest point ... Tuesday will be better  right?"
"Fri May 29 19:16:02 PDT 2009","Rhun","No bonfire today. Wood is still too wet  having a BBQ tonight instead."
"Sun May 31 06:07:30 PDT 2009","iCarlycruise","http://bit.ly/BgaD1   hey visit Aria wallace --Mandy of iCarly on her fan page... Gabby webmaster!.. "
"Tue Jun 02 04:37:48 PDT 2009","arlyn613","I think I really like her version too  ♫ http://blip.fm/~7hhcc"
"Mon Jun 01 00:47:58 PDT 2009","CelesteFay","@adorebeauty not haggard at all. Just preeeeeetty "
"Sat Apr 18 08:51:25 PDT 2009","jonathanattop","Got his perfect teeth "
"Sat May 16 20:27:47 PDT 2009","onejan84","@mariaandros I'd help, but I can't read the menu. Too blurry. "
"Sun Jun 07 06:10:58 PDT 2009","Joehhzeh","Sundance Kids were good. End of Fashion up next "
"Fri May 22 00:10:14 PDT 2009","Mia_R","@ladymaryann at 1st i was like what's bb? after a split sec i got it.  @snickers1015 hi steph! TY for the link!  @dazzleme18 hi dazz! "
"Fri Jun 19 03:38:39 PDT 2009","epiclastsongx","i need to watch bb + brothers &amp; sisters, forgot to record them last night "
"Sat Jun 06 09:12:03 PDT 2009","carolineguzman","still feeling really bad...       wanna know what's JoeyPoey thinkin... I gotta be strong"
"Wed Jun 17 05:55:31 PDT 2009","dpickett58","Ah spent the night at Chris's with Matthew and woke up waayy to early "
"Sun May 17 11:28:06 PDT 2009","chelseajenkins","I love home runs! "
"Sun Jun 07 12:34:23 PDT 2009","SunnyGrims","The music video of send it on is gonna be amazing ! "
"Tue Apr 21 03:29:35 PDT 2009","jntt921","oh shiet, restaurant city is under maintenance, and my staff will probably be all down when the game comes back on. "
"Sun May 31 03:01:13 PDT 2009","tiffanyq","@aissies no i didn't. half of them left on friday (which i couldn't do bec i had work) &amp; i had a fever on sat so i couldn't leave at all. "
"Sat Jun 20 17:05:56 PDT 2009","cayetanasmith","oh noooooooooooo! Demi Lovato and Trace Cyrus are totally loving eachother  he's oogleh. and she's ze best "
"Mon Jun 15 04:24:27 PDT 2009","dixiesattic","@aSickPuppy still voting hun and glad your in the house "
"Fri May 22 05:51:18 PDT 2009","Karen230683","@Yael_80 I've still not seen it "
"Sat May 30 11:06:25 PDT 2009","LizzieMacfrenzy","@mjh81 he doesn't spoil it! "
"Fri Jun 05 10:40:17 PDT 2009","nathanwind","absolutely pissing it down outside... "
"Tue Jun 16 00:15:59 PDT 2009","DKrietz","Woah, extremely dissappointed "
"Fri Jun 05 15:31:27 PDT 2009","creepyowllady","Wish I was in school.... No work, no school. Sounds great, right? It's really not "
"Sat Jun 06 17:47:11 PDT 2009","joemcd","@Gregamos I bought Flight Control and it's brilliant, so recommend that! "
"Sun May 03 21:21:08 PDT 2009","CeeBeeRadio","@ashleyncurtis mine isn't either.  I hate it so much."
"Sun May 03 04:52:55 PDT 2009","neysanadia","@russiafied thanks for your greeting  (basa basi)"
"Tue Jun 16 18:40:01 PDT 2009","rachelashley09","True story: I just dropped my contact on the floor and I cant find it. "
"Tue Jun 16 09:29:01 PDT 2009","JamesAbels","@mediaphyter tell them I decided to try a pizza there after their rebranding and it was not very good, It was a very uninspired taste "
"Tue Jun 02 06:46:35 PDT 2009","pausie","On my new ipod touch "
"Tue Jun 16 06:26:51 PDT 2009","RachelEJonas","LINES, VINES, AND TRYING TIMES...in stores NOW! GO PICK IT UP. It's SO amazing "
"Fri May 22 08:11:08 PDT 2009","nappypoet","@jlaryea hey hon! i'm here  ichat hasn't been working at my job "
"Sat Jun 06 19:01:58 PDT 2009","davidmanero","@ahj aled I was there at the front 2 see u but then I had 2 leave 2 carry drunk people home! Gutted!  hope it was a good nite"
"Sat May 02 22:02:11 PDT 2009","epiczach","@ciaraking I totally slept past everything!   It's alright though, I needed it."
"Fri Jun 19 07:02:13 PDT 2009","jaymeekae","Not particularly down with how much Iranian officials apparently hate us (brits)  #iranelection"
