"date","user","text"
"Fri Jun 05 13:25:14 PDT 2009","hermajesty777","@theantitweet and I know what you did last summer! "
"Tue Jun 02 13:13:01 PDT 2009","andrew_paradigm","@PeopleBrowsr That's great, thanks for such a fast response. Downloading Chrome now "
"Fri Jun 05 15:46:55 PDT 2009","TGGGuitarB","@mindywhite well Mindy, you are very welcome! i love your band. i wish i could come to the show tomorrow night in SLC, but $ is an issue "
"Mon Jun 22 11:18:25 PDT 2009","VivaLali","@skullsNscones  hope your ok"
"Sun Jun 07 09:35:04 PDT 2009","wishard4me","Loving my palm  pre  http://tinyurl.com/p3bhjh"
"Thu Jun 25 03:08:24 PDT 2009","db2kp","Shut off my alarm and didn't get up to walk!  "
"Sun May 31 06:11:22 PDT 2009","danielbrolund","Waiting for first batch of icecream from machine bought in Cagliari right after #xp2009. "
"Sat Jun 06 12:01:11 PDT 2009","Poynter_Jones_x","EWWWWWWWW dead people all over the place  making me sick  there are backpacks hanging from the cieling and stuff, with bodies attached!!"
"Sat Jun 06 01:51:35 PDT 2009","Ioan_Said","The Majestics are on the road to Cartmel to play baseball! "
"Thu May 14 01:05:44 PDT 2009","jackydoll","I found out that the HSC clashes with my 18th birthday...no partying for me "
"Wed May 13 23:05:42 PDT 2009","dips17","will be away from home for long  Duty matters. XD"
"Sat Jun 20 08:43:43 PDT 2009","leahawb","@tracecyrus http://twitpic.com/7w343 - aaaawwweee, sorry u don't have him anymore.  he was precious!"
"Wed Jun 03 09:47:02 PDT 2009","lanabrielle","at work dying a slow painful death by boredom "
"Sun Jun 07 03:56:15 PDT 2009","Raven_Daughter","Debating returning to camp - don't want to "
"Wed Jun 03 08:22:04 PDT 2009","StephanyCole","midterm, then laying in the sun (FINALLY!!!) with miss whitney before work at 5 "
"Sun Jun 07 05:10:24 PDT 2009","bazzy8","fuck dude i just had another nightmare and now i cant fall back asleep. "
"Sat Jun 06 14:55:29 PDT 2009","missdotti","The iced coffee that was in my van is now cold coffee-flavored water. Sad "
"Tue Apr 21 00:55:29 PDT 2009","KristenSousa","BNI day "
"Sat May 09 19:51:18 PDT 2009","emilyisomg","my favourite song tonight is cheer it on by Tokyo Police Club "
"Fri May 29 14:19:54 PDT 2009","sylviango","@skotcarruth i like it "
"Sat May 30 19:04:42 PDT 2009","IamTwitSwag","Yeaaaaaa Cavs "
"Mon Jun 15 23:40:04 PDT 2009","nerdwriter","@padreporto good night, Fr. "
"Sun Apr 19 05:24:00 PDT 2009","DolphinDancer","I broke my 8Start, I shall have to rebuild my version of this app "
"Mon May 18 00:35:25 PDT 2009","sussica","Wondering if it will ever be right? God knows Im trying "
"Mon Jun 15 18:33:26 PDT 2009","fifthand56th","@msilve I didn't say goodbye to you the last day  The last time I saw you, you were making fun of me for having a hole in my leggings..."
"Thu Jun 04 11:20:41 PDT 2009","Chizzlewit","the itchy nose is back  x"
"Sat Jun 06 10:55:17 PDT 2009","amykayODT","@YoungQ  hasn't kept me from seeing the shows!   It's all good! Memphis, Dallas &amp; Houston!!  I'll be there! Have a great day!!"
"Mon May 18 05:37:43 PDT 2009","eh24fan","@kterwin Can't wait to hear all about it!! Been reading tweets from others, but need YOUR account.  "
"Sat May 30 14:53:31 PDT 2009","HeroLynk","Clearing out my room in Oneonta  I'm sure I'll be around to visit though!"
"Mon Jun 22 14:43:55 PDT 2009","IgnaciaAndrea","demons! , i will stay in my house until wednesday! i don't want  I HATEEEE IT! ¬¬"
"Sat Jun 20 23:53:07 PDT 2009","analiviacoelho","Packing to leave B-town "
"Sun May 31 12:24:32 PDT 2009","karuna_ramesh","huh! tired of doing the house old work..staying away from family is tough! "
"Sat May 30 01:47:29 PDT 2009","Gemmaboyle","Off to Sheffield  Not in the effing mood! But for the benefit of @hughsbeautiful i will be sleeping on the Raft! So you can laugh!"
"Sat Jun 06 06:00:40 PDT 2009","hoodstar626","@1Omarion How's ur day been so far and congrats for the Young Mula Record deal! "
"Mon May 04 03:53:18 PDT 2009","shinsh0ku","i hate pimples "
"Tue Jun 02 00:18:28 PDT 2009","dmf71","@MelakneeRows Thanks "
"Sun Jun 07 16:19:14 PDT 2009","Jahvi13","aaah warmth.. FINALLY "
"Mon Jun 01 02:52:55 PDT 2009","tosifahmed","Checking out Mozilla Jetpack. Its super cooool, I am gonna build something useful using Jetpack tonight "
"Mon Jun 01 14:51:57 PDT 2009","Barber_21","Thinking that I am not &quot;dat bored barber  &quot; on myspace,who she just deleted "
"Sun May 31 23:47:06 PDT 2009","ofelya88","I have to be at work at 6 and I can't go to sleep "
"Sun May 31 03:43:00 PDT 2009","emmalouise54","im still loving this hot weather lol  xx"
"Mon May 18 00:43:34 PDT 2009","shawnee_dj","Lying on the sofa this is gna make me stress more why do i stress so much sick 3times now Wahey. I fucking hate being ill "
"Sat Jun 20 04:01:43 PDT 2009","laughsoutloud","So surprised NO ONE commented on the photo.  "
"Sun Jun 07 10:22:45 PDT 2009","EricIsiah","@epiphanygirl i just woke up with you on my TV &quot; My Black Is Beautiful&quot;, but sorry about ur phone "
"Mon Jun 01 10:36:34 PDT 2009","_MZNIKKI","GLOOMY DAY "
"Sun May 31 19:24:18 PDT 2009","fallenangel992","@RobPattzNews o no we cant see ur pics "
"Mon Jun 22 14:21:55 PDT 2009","maddersB","ugh, stupid twitter  my email isn't in use!"
"Sat May 30 02:55:14 PDT 2009","MehnazM","After silence, that which comes nearest to expressing the inexpressible is music!!! "
"Tue Jun 23 11:46:15 PDT 2009","StDAY","@a_simple_girl Sorry hon! *hugs and cradles in arms* I'm at work so...I'm working... "
"Fri Jun 19 01:08:19 PDT 2009","Sweetgrl181183","Great Softball Game We Won!!! Almost ran in to lil david  awwww wish i did."
"Fri Jun 05 17:05:52 PDT 2009","melanieluster","Shouldn't be soo sleepy "
"Mon Jun 22 11:27:40 PDT 2009","Sidrraah","cba with nuttin. last night was baaaaaaaad "
"Mon Jun 01 16:11:34 PDT 2009","matt_smart","Decided to ban myself from ebay for at least a month, mind you I have an awesome haul arriving this week....  time for bed now, goodnight"
"Sun Apr 19 09:20:11 PDT 2009","GermanGoddess","Can someone with muscles please help me bring my stuf to the attics. I CAN do it, I just dont WANT to do it. Up 2 flights of stairs. "
"Mon Jun 15 19:02:08 PDT 2009","longdick26cm","@candii001 hey can i show u a pic of my 26cm dick hehe "
"Wed May 13 21:19:34 PDT 2009","MeghanMaxwell","Takin a bath then goin to  bed! Im beat!! lol Good Night Burgen "
"Fri May 29 20:59:32 PDT 2009","nikkideejay","@SuFiSammy @Eri8321317 lol he was trying to be all smooth and stuff.  he's a cutie  lol i forgot what kissing was like!!! hahah"
"Mon Jun 01 11:10:17 PDT 2009","jenzie1231","http://twitpic.com/6ewg9 - i loved this guy!! "
"Wed Jun 17 15:07:30 PDT 2009","hayleenicole","ughhhhh  starving. stupid day."
"Sun Jun 07 14:42:55 PDT 2009","xxMiSsSaRaAxx","HEADACHES SUCK!!! Especially when you can't them to go away, and damn it...all the motivation I had for today went out the window "
"Thu May 14 04:27:26 PDT 2009","Chelly527","Wow do I hate finding jeans that fit correctly. If only I was skinner "
"Sat May 30 14:13:33 PDT 2009","rosie_t","So pleased Diversity won  And surprised that genuine talent won out... #bgt"
"Fri May 29 09:16:40 PDT 2009","fullbleeder86","@lorilorita street corners. thats where the candy apples are. "
"Fri Jun 19 01:06:57 PDT 2009","LoverzInJapan","wants to go and see &quot;my sisters keeper&quot;. looks good but rather sad from the trailer. "
"Sun May 10 09:59:17 PDT 2009","donchampion7","@coolokc work  soooo tired- am i still doing ur show?"
"Mon Jun 22 14:21:30 PDT 2009","summyghac","last swim of the season tonight  so my summer is camping and CAMP WENDIGO! (da bomb) no time for second thoughts or chances baby its time!"
"Mon Jun 01 16:15:32 PDT 2009","rhodesjpdx","@atlanta978 similarly, FB should have a &quot;hate it&quot; button for status updates. like &quot;like it&quot; but you &quot;hate it.&quot; "
"Fri Jun 19 14:11:09 PDT 2009","josiecat85","@cheergurl9732 oh snap i be gone til 2morrow!  i shall miss the lil turd"
"Fri May 22 07:35:45 PDT 2009","ashleyrwatts","@inspiredmess Too Much  lol The kits (never/wonder land, year of inspiration, &amp; fav things), the dino necklace, &amp; the green/pink cuff"
"Tue Jun 16 07:58:17 PDT 2009","Zisfor_Zhane","My Mom Is Singing....She's Alright, Not The Best At The 80's-90's Song She's Singing "
"Thu Jun 18 18:56:37 PDT 2009","mama_kass","Usually when I have dreams and tell people about them, they don't happen. So how come my accident dream came true tonight? "
"Fri May 22 03:56:21 PDT 2009","ulyanas","I HATE USAA... car shopping may not happen this weekend "
"Mon Jun 15 21:34:07 PDT 2009","coolestdude_804","I'm rambling so it seems.... "
"Sat May 23 18:05:04 PDT 2009","alny","@theedge1039fm this tweet made me cry "
"Fri Jun 19 22:20:38 PDT 2009","simplyamyx33","@h_cap nopeeeee probably till sometime in july idk when thoughh!  i just have to be super goood!"
"Tue Jun 16 17:11:49 PDT 2009","LittleMissEmma","@mcj66 That's probably a good thing! I appreciate your efforts, you're a star, but I think I'm just destined to be tortured by this one "
"Tue Jun 16 07:29:20 PDT 2009","optimarcusprime","I'd like to note that the newest version of @TwitterFox has all kinds of snazzy new features, and you should all go check it out! "
"Mon Jun 01 04:33:07 PDT 2009","Rhubarb31","@lauraamysmith mine is on the outdoor classroom. What's yours on? I'm sorry to say things don't get any clearer near the end  am so stress"
"Sun Jun 14 22:43:36 PDT 2009","Stephanya","I miss my Twitterrific app "
"Mon May 04 01:27:37 PDT 2009","mary726","@DonnieWahlberg Can't believe I'm missing it!!    I'm so far away (in Hawaii) from everything.  Wish I was there to share the moment."
"Sat Jun 06 04:08:09 PDT 2009","Legend2k","@capqsays welcome to the twitterverse! "
"Mon Jun 01 22:05:38 PDT 2009","babybebe","I'm walking the red carpet @ mary's movie premiere. Repping for No H8! "
"Tue Jun 02 09:12:13 PDT 2009","LinderLou","is needing some serious inspir-vision today!!  "
"Sun May 31 00:57:43 PDT 2009","123chicken123","My Name Is Lauren And I Am Looking For New Friends.. "
"Mon Jun 01 19:24:20 PDT 2009","kaykaymcpretty","@katierobinson06 You are not a fat cow!  Don't talk about my friend that way.  "
"Mon Jun 01 10:02:12 PDT 2009","kakakatie319","Yeah i did ... And it was! Just kidding... This is really Katie but really just kidding "
"Wed Jun 17 18:50:05 PDT 2009","Oh_Karly","Crap....I thought she forgot. "
"Tue Jun 23 21:31:46 PDT 2009","fcandle","@chelsiswoah really?! Aah, that's horrible  what they listen to then?"
"Fri May 22 03:01:39 PDT 2009","bnox","@glenndavid Something like that "
"Sun May 31 00:49:39 PDT 2009","monski1229","�cont) upgrd, keyboard protector, sleeve case, usb mouse, etc. so, those of u in SG considering a mac shld come down here  they're even g"
"Sun Apr 19 07:14:19 PDT 2009","twilightlover04","heyy. getting ready to go to church.  lydianneverly."
"Fri Jun 19 21:54:43 PDT 2009","hmtangx","@ohwhatevs what's kate and leopold?? yeh i need to do chem... more chem... and more bio... AND JUSTICE GAME  WHY is everyone getting shots"
"Fri Jun 19 08:41:04 PDT 2009","kellygunner","Still feel like death! "
"Sat May 02 08:23:03 PDT 2009","Krislett","is a bit pissed...i want my phone back! with the loud ringtones n qwerty *sigh* this temp. nokia is killin me so bad i dun wanna use it "
"Sun Jun 21 08:17:30 PDT 2009","AbishekSridhar","i m doing something nobody on their sane mind would want to do..... laundry.. one of the main reasons i hate Sunday mornings "
"Sat Apr 18 08:39:44 PDT 2009","lydiaanne9","my best friend from high school can't come to my wedding or be in my bridal party anymore "
"Tue Apr 07 06:19:44 PDT 2009","rasputin6","WOULD have rocked the forecast, until one last batch of precip snowed out 0.01&quot; in the first hour.  I just can't make up my points   FML"
"Sun Jun 07 07:33:44 PDT 2009","heybabey","@Asiskos aww thanks&lt;3 i feeel sooo much better now. i might even come to school tomorrow and cough on you "
"Mon Jun 15 06:24:52 PDT 2009","brittney_g","There is like this shooting pain in my left arm  it hurts!"
"Sun Jun 07 07:48:13 PDT 2009","shadowcat83","watched snakes on a plane last night, was real fun. stupid movie but fun. I fancy some gore, might watch an Italian horror filth "
"Sun May 31 05:45:12 PDT 2009","xkailajayx","GREEN DAY HOODIE YAYS!!!! I &lt;3 my aunt!! "
"Tue Jun 16 17:21:03 PDT 2009","MadBlackPoet","@ChanTheQueenB I feel u on that. I haven't written anything in a while. My writtings have been sucky sucky "
"Sun May 31 12:36:32 PDT 2009","heyylinnaa","@LoBosworth GOOD LUCK, Lo!! "
"Fri May 22 00:29:01 PDT 2009","naussuna","@kawehdashti she could give me the dress first "
"Wed Jun 17 16:10:41 PDT 2009","janpaul","The new #evernote for iPhone OS 3 looks promising but 5 crashes in 2 minutes is unacceptable... Unusable app at the moment "
"Mon Jun 01 17:23:45 PDT 2009","studdmuffin11","dananananannananana BATMAN!   Heidi is wearing a goodnite!!! hahah!!!"
"Sun May 31 07:26:15 PDT 2009","sweetsmile36","getting ready to sleep,after a busy night at work "
"Sun May 17 00:37:37 PDT 2009","fcandle","@ryanwaynefarro first heard em at prambors, bought their cd &amp;people was like 'whoa is that shit?' now they're all diggin them  -- 1992"
"Sat May 30 15:52:07 PDT 2009","paulmartiin","...at the outlet mall with the am plus the gatchalians   �.o"
"Thu Jun 18 18:11:34 PDT 2009","irockthered","@BanginPanger: I was expecting Chara to get it, particularly after Green's season kindof dropped off after the record... "
"Wed Jun 17 21:35:55 PDT 2009","Asiababbi","@pat_mann noo why not winston lol. yu didn een say bye  buhh its ok.. why is it bettah?"
"Mon Jun 15 19:58:11 PDT 2009","CoilyMadness","@frizzfreeCURLS no   its supposed to be nice all week so we have plans for Thursday and Friday must remember to bring lots of water"
"Sun Jun 07 12:36:28 PDT 2009","Glammyyy","Fuckin blazin hot 97 outside lmfao &amp; in my car! Off work - going home "
"Wed Jun 03 03:55:26 PDT 2009","kinehelene","Warning Drink Then Swallow "
"Sat May 16 21:23:36 PDT 2009","vicious696","@jeffrubenstein how can you say Marley and Me sucked? you and @Cpaladino need to own a dog for 10+ years and try not to get choked up "
"Tue Jun 02 22:35:03 PDT 2009","a99kitten","@edwardsheroin @mindmeddlered you two make me smile "
"Thu May 14 03:46:57 PDT 2009","declutteryou","@UpperCrustMaids Sounds like a good plan, but hopefully you mean 2009!  "
"Sun Jun 07 10:01:31 PDT 2009","ilovelucas4ever","IM SO TIREED :S IM THINKING OF NOT GOIN TO THE GYM TODAY! ALL I WANNA DO IS SLEEP "
"Sat May 02 10:32:51 PDT 2009","haisano","my computer restarts continuously...  tryihng to find out the problem"
"Tue Apr 21 04:06:47 PDT 2009","brypie","@moggy99 boxing training  it was fun!"
"Sun May 31 11:53:51 PDT 2009","emilysarah2303","Had a wicked time last night doing night 2 of come dine with me and fun times in the pool and sunshines today  x"
"Wed Jun 03 10:00:20 PDT 2009","DevynKelly","@camilly4lyfe hey doll...tried to catch you after prayer but somebody stole you first...  have a fab day!"
"Fri Jun 05 15:52:08 PDT 2009","mommommom","@Newsage She just followfriday'd a whole group of people and she seems to really engage. I like that in a celebrity!  Check her profile!"
"Mon Jun 01 08:34:50 PDT 2009","MandyPandy32","@deanomarr Awww *Blush* Thank you  x x x"
"Fri Jun 19 15:40:19 PDT 2009","nydcatl","Paid $1780 for my son's summer tuition. I can buy nice other things with this amount of green bucks. Tuition in College is Too Expensive "
"Sat May 02 07:12:27 PDT 2009","coldplaylover42","now is really sad. i just heard about the coldplay give away and because of my dad, im cant go the concert to get the free signed CD. "
"Sun May 31 07:26:17 PDT 2009","awesometheo","@jashiranieves good luck "
"Sat Jun 06 17:46:06 PDT 2009","oysem","Miss you too bad  gosh i just can't wait til holidays to see you!"
"Mon Jun 22 16:48:00 PDT 2009","Belladawna","@AllyPow Glad you had a great time, but I'm sad too   It was just amazing last night... there's nothing like a Toronto crowd!"
"Tue Jun 02 23:59:55 PDT 2009","Melamachinko","@PBlieu  thx, chica!"
"Tue Jun 02 21:21:25 PDT 2009","callmenadaddie","@_huny did u SELL ur tix to thee show??? "
"Sat May 30 08:51:35 PDT 2009","xVivicax","I have 7 votes on Ms Twitterworld... I think all of them are by me "
"Sat Jun 06 06:17:10 PDT 2009","manda5297","omg. I can't wait for farewell!!! "
"Tue Jun 02 05:39:53 PDT 2009","joshlees","playing a few songs with Tapestry at the 12 bar gig in London! Can't wait "
"Sun May 17 00:50:26 PDT 2009","uclabruin4lyf8","@Greyasrain Burbank High! "
"Sun Apr 19 04:23:51 PDT 2009","iBikeRide","@willwhite this was good advice "
"Tue Jun 02 06:19:29 PDT 2009","LetheGamesBegin","Ugh! Its super early I hate waking up this early "
"Sat May 30 11:38:39 PDT 2009","newflipside","flipside staff is having birthdays soon! when is your birthday? direct message us your bday  for goodies we want to make u feel special "
"Sun May 17 01:23:05 PDT 2009","Ivyintherough","I chatting with tom... And dan im getting hungry.. I want roscoes so bad..  but that place makes me sad.. But still i wanna go.."
"Sat Jun 06 08:15:08 PDT 2009","sanjive01","Man...where did Terence Trent D'arby disappear...he was so talented! "
"Fri Jun 05 15:03:30 PDT 2009","rmarmion","@Lenogessle: Hi there ! Nice seeing ya here "
"Sat Jun 06 18:40:19 PDT 2009","pokeyhg","Tried on some work clothes, organized stuff for DC, and am now having a fruit cup and reading Pinocchio in Italian "
"Sat Jun 06 16:39:07 PDT 2009","L0LTAYLORR","@owlcity ily "
"Thu May 14 03:52:28 PDT 2009","jessa_hugz","@andyclemmensen ily xoxo thx soo much for saying happy birthday  go on msn"
"Mon May 18 05:00:12 PDT 2009","claytondarogers","Goimg to school  I want an icee"
"Sat Jun 06 17:49:23 PDT 2009","yomike","@fancyunheard i just got back to charlotte a few mins ago ... sorry "
"Mon Apr 20 02:23:02 PDT 2009","STYLEMOM","@catwalkcreative the park is lovely! went 2 park w/lil one yesterday then it got blustery-waking up 2 cold/rainy weather in eastern U.S. "
"Sun May 03 16:43:41 PDT 2009","Danielle2507","Luckily, the weather didn't get too bad. Unfortunately, my parents lost power  Hope it comes back quickly for them!"
"Sat Jun 06 21:39:27 PDT 2009","comptonkyle","@GnomeSmasher but she likes techno "
"Mon May 11 22:28:10 PDT 2009","daaymann","mels here !   wassup on twitter!? ;) &quot;.&quot;    HA ells &lt;3 "
"Wed Jun 17 08:05:14 PDT 2009","meeeesh_elle","Okayy. Im so like confused! Hah it doesnt feel like summer  i have to wake up early and its not even warm out!"
"Sun May 31 08:31:06 PDT 2009","williamsjk","@geezabird I know that feeling - trying to do my work expenses in the heat "
"Mon Jun 01 03:08:24 PDT 2009","JaneHungOz","Going off Twitter now. Back to work I go. Owwww. Gotta do what I gotta do, no matter how much I don't wanna do it. See you all soon "
"Sat Jun 06 05:24:50 PDT 2009","briankerr092","what a shit party last night man. Ali's will be good tonight  x"
"Tue Jun 02 03:39:10 PDT 2009","TraceyIsTra","@KarlNova @billythekid @newmediajim @MoHawX @mashable @earthXplorer Good Morning Gentlemen "
"Tue Jun 02 18:26:40 PDT 2009","sonya415","@RobertGonzalez my train is late  I think you are my Bart twin. One day I'll pass you on the platform haha!"
"Sun May 03 22:06:12 PDT 2009","DerickBarras","@mz_Karen thnx hunnie. I really wanted that one too. "
"Thu Jun 04 10:31:56 PDT 2009","sumares","@amen_ra Indeed! @pai_mei has certainly outdone himself today "
"Mon May 18 00:06:18 PDT 2009","davidj505","@QUiN_NappyBoy Uh huh.  We shall see, bro!    "
"Wed Jun 17 11:30:56 PDT 2009","vunne","De pruebas con la 3.0 en mi iTouch. No veo el street view "
"Mon May 18 05:10:48 PDT 2009","BalaSN","leavin ma office "
"Sat May 16 22:09:49 PDT 2009","meleficent","@Penny1279: reading it right now "
"Mon Jun 01 05:35:56 PDT 2009","CalEvans","@mgkimsal it took me years to switch from altavista to google. not planning on making that life change again soon. "
"Mon Jun 01 00:50:03 PDT 2009","JosephBaldwin","thinks it's another glorious day. Far too nice for work. Hoping it's nice for my time off next week "
"Tue Jun 16 11:58:53 PDT 2009","cbadov","@anndouglas I was trying to reveal the writing under the art work with a candle flame. Guess I was holding the paper to close "
"Mon Jun 15 11:16:08 PDT 2009","ashgneiting","Nice Pics mama &amp; dada.  Back to work in the office today "
"Sun Apr 19 01:22:07 PDT 2009","DaggiRichter","slept very well.take a shower now.have to do my tax declaration today  very,very boring"
"Sun May 31 06:29:33 PDT 2009","jbinx","I will mis my dormmates "
"Sat May 02 11:28:21 PDT 2009","cyberpenguin","@TLM26 awesome job! is this something u will b recording @dailymile or @runningahead? ;-) if so, ur welcome 2 befriend me there. "
"Tue Jun 16 19:42:21 PDT 2009","autumnsdreamer","So, I feel terrible - I was supposed to have drinks with a friend and I totally fell asleep...just woke up not too long ago. "
"Thu May 14 00:29:16 PDT 2009","ScubaSteve2009","No more lost till february. Not happy  I wanna not what happened."
"Sun May 31 11:05:54 PDT 2009","lorettak","@donthorp I tried it and got it up and running!  Thank you! "
"Sun Apr 19 00:08:16 PDT 2009","Capriccio","@8bithack Yeah, pretty much. There's a reason it's the only console turn based strategy game I've actually finished. "
"Tue Jun 23 15:07:34 PDT 2009","xMusic_Lovex","just got bak from my cousin's house! i mite go with them in Anahiem i think or somewhere there! so i mite not tweet 2morrow! "
"Sun Jun 07 06:47:42 PDT 2009","_cyborg_seadog_","is not ready for work yet  ...."
"Fri May 29 18:17:51 PDT 2009","celaurie","has insomnia "
"Sun Jun 07 01:37:39 PDT 2009","Crackberryfreak","@lexa6636  same here it's to hot I'm my house !! ;("
"Sun May 31 07:08:44 PDT 2009","mandlebars","@nellieloves my nose is stuffed up to all hell "
"Tue Jun 02 00:54:23 PDT 2009","MandiSandoval","Insomnia has once again got the best of me.  ~Mandi Lee~"
"Sat Jun 20 13:57:40 PDT 2009","Laura_AnnWilson","Is on my way to jax fl just saw a motorcycle wreck on 95 guy didnt make it. "
"Mon Jun 15 16:40:31 PDT 2009","renewCHUCK","@ChuckNut #tinker 's search results are delayed.  #tweetizen is still having trouble."
"Wed Jun 03 06:32:51 PDT 2009","TeriMinnick","@Kadoubleu thanks--was starting to worry "
"Sat Jun 20 19:06:50 PDT 2009","nikKi_V_","@maggie_and_bee thats crap, you have wanted that bed for ages "
"Mon Apr 20 23:11:08 PDT 2009","filos","I'm going to migrate my blog from Dreamhost to MediaTemple... Will be a slow process since I want to make it perfect, wish me luck "
"Thu Jun 18 08:53:33 PDT 2009","artemgoncharuk","Apparently, you cannot send MMSs from the iPhone yet - AT&amp;T does not support it yet "
"Sat May 09 22:06:22 PDT 2009","janicellamoca","Waiting for the Black Eyed Peas to go up!!!! We got backstage passes thanks @sammysamla thanks again hun! "
"Wed Jun 17 16:38:48 PDT 2009","melman101","@paulbarkley Yes, however, I still can't resist it! "
"Wed Jun 17 07:55:01 PDT 2009","gmemon","#Tweetdeck's rate limit is not fun. I have 4 computer's behind NAT, all using #tweetdeck for the same user. It burns API calls in minutes "
"Thu May 28 22:08:29 PDT 2009","asouto87","Yay i guess, How is it one can be angry, sad and frustrated all at once? And how is it i cant do nothing about the situation? FML. srsly. "
"Sun May 03 20:56:40 PDT 2009","akshonman","2 tha ppl who follow me: i hope u enjoy disappointment "
"Sat Jun 06 21:25:10 PDT 2009","puridewayani","doing my hair mask. *sneeze* lol "
"Sat Jun 20 16:33:42 PDT 2009","globalgrad","@vero_rubio that is so tragic  Very informative blog!"
"Sat May 02 05:57:48 PDT 2009","G3MMALOUIS3","has just spent the last 2 hours revising, what a good girl i am "
"Wed Jun 17 12:10:44 PDT 2009","anng7630","@cathch lonely sleepless night here in sydney "
"Sun May 31 12:58:44 PDT 2009","lumideedledum","Car shopping again w/ @sgocobachi but stopping at Peet's for coffee first!! "
"Sun Jun 07 15:31:10 PDT 2009","jenisizzle","@RandallRufino how was last night? Boo! I missed my own music video premiere. "
"Tue Apr 21 03:10:50 PDT 2009","m_ls","http://bit.ly/vVWH1 aha! So that's how Simon Cowell knew to ask for another song from Shaheen Jafargholi on Britain's Got Talent! "
"Sun May 31 16:59:25 PDT 2009","reneinsa","Home finally, Had the last meeting of the team and now the retreat is really over   "
"Sun Apr 19 11:10:05 PDT 2009","_shannonr","i have so much work to do...college boo "
"Tue Jun 16 06:12:27 PDT 2009","chasing_lights","@ddlovato I VOTED!! =]]] can't wait "
"Sun May 10 02:25:21 PDT 2009","brookecornish","Just dropped Kelly off at the airport  There are birds chirping outside my dorm?"
"Tue Jun 23 07:46:06 PDT 2009","dslomins","sitting in the Miami airport. flight is delayed "
"Fri May 22 07:09:53 PDT 2009","yadikeith","@Twisuz Good morning! "
"Sat May 02 04:57:02 PDT 2009","XxJess24xX","@xox_Hannah_xox Thanks for saying I don't  but I know that I do!"
"Sat Jun 20 23:53:03 PDT 2009","_Nicoleeey","http://twitpic.com/7zl86 - Last picture of mine that's taken by Bro. Ceci  May 31 '09."
"Tue Jun 02 01:40:49 PDT 2009","thepixiepop","damn it pic is coming and going "
"Mon Jun 01 09:06:59 PDT 2009","benq700","smugmug was down last night   I also found a 50% coupon for the first year."
"Mon Jun 15 08:31:05 PDT 2009","Christinabetchy","@sammonti now t. ivy thinks i'm inlove with them. no joke. i tried telling her it was you but she did not believe me "
"Sat Apr 18 09:01:38 PDT 2009","CamilaAndEdward","@TheEllenShow i wish ya good luck! "
"Mon May 11 23:13:40 PDT 2009","toreelyn","@MsJoeDanger Oh thank you! and I have been wanting to learn it forever! It is so awesome!!  "
"Tue Jun 16 17:11:54 PDT 2009","DAN1_R","I am in a terrible mood.  I am alone all the time.  I live alone, I work alone, and I go to class all day with people who I don't know. "
"Fri May 22 08:03:46 PDT 2009","danielionescu","@Lucerne_Shark @wannago247 Thanks for the tip. Will watch it this weekend then. "
"Sun May 31 12:08:02 PDT 2009","misterphipps","@WaiMingLee i still have home made ice cream cake for after "
"Wed Jun 24 22:20:16 PDT 2009","eddyizm","@kimbacon word is - very very brutal crackdown. "
"Tue Jun 02 19:18:40 PDT 2009","nrgins","@MetsNY81 True. Better late than never. But what a doofus I am!  This park, BTW, is a little tiny thing, right by a major street. Not"
"Mon Jun 15 05:34:10 PDT 2009","Vvanessa_","i wish i knew how to paint my nails "
"Mon Jun 15 22:57:40 PDT 2009","EtoileViolett","@itsartic I reaaally love B-Town fyi "
"Sun May 17 05:26:20 PDT 2009","happytyskie","Making some homemade beer. 6 weeks until ready though "
"Fri May 22 08:02:17 PDT 2009","ReneFlood","@UsCarrs What a wonderful tradition, and  how special for him. Happy for you guys. "
"Sat May 30 01:52:45 PDT 2009","itseloisedear","is going to go babysit and watch twilight whilst babysitting @amyyjaynee we should  see a doctor for this OCD  I MISS YOU! its been hours!"
"Wed May 13 22:49:25 PDT 2009","AnthonyCastro3","@kennanderson55 You are! I just know it "
"Mon Jun 15 14:43:32 PDT 2009","amysav83","@aerobic247 no we dont 'lift' but pts sometimes r like a dead weight to move..thats when my back hurts "
"Fri Jun 05 19:25:03 PDT 2009","gotdibbs","Back from the hangover. Excellent movie, not for a lot of people, but I loved it. A lot. Now I have to fold laundry...depressing "
"Mon Jun 01 06:36:39 PDT 2009","ArikaZee","Hanging with my stepmom today, laying by the pool, catching some rays,  a little bit of packing... Super Chill Monday "
"Mon Jun 01 10:32:14 PDT 2009","jessicaconnell","Good Morning "
"Sat Jun 20 19:37:36 PDT 2009","katiemcelroy","I bumped my elbow really bad and now it hurts like heck! Poop. "
"Mon Jun 01 14:57:09 PDT 2009","SARAHyeah","@Wossy the show was excellent "
"Mon Jun 01 14:08:45 PDT 2009","vozchica","@yangonthu Yep, haha.  I'm sneaky like that.  Me too- I'm crying "
"Thu May 28 23:23:18 PDT 2009","arianaviolet","@bellafira woah hang there....you can do it "
"Fri May 29 10:26:16 PDT 2009","tonycottam","@linzi39 damn you! You think of it all lol "
"Mon Jun 15 10:25:23 PDT 2009","christinklee","Black out at my house  powers coming back on at 230...2 frickin 30. idk what to do now...any ideas?"
