"rm";"id_projeto";"projeto";"tipo_rm";"titulo";"criacao_rm";"termino_rm";"data_corte";"is_backlog"
22847;39;GABI;Atendimento;Visão de projetos no sistema GABI;"18/12/2018";"25/01/2019";"01/03/2017";0
22848;3;Alpha;Atendimento;Resetar senha do alpha que foi bloqueada;"19/12/2018";;"01/03/2017";0
22849;72;Gestão de Normativos;Atendimento;Exibição aprovação para ITRs e POs;"19/12/2018";;"01/03/2017";0
22850;77;GIS Compesa;Evoluções e Novos Projetos;AJUSTE DO DASHBOARD DO CADASTRO COMERCIAL;"19/12/2018";"21/01/2019";"01/03/2017";0
22851;3;Alpha;Atendimento;Criação de Login Sistema Alpha - Isaac Pedro da Silva;"19/12/2018";;"01/03/2017";0
22852;77;GIS Compesa;Atendimento;Envio das informações solicitadas e autorizadas para prefeitura de Paudalho;"19/12/2018";"20/12/2018";"01/03/2017";0
22853;17;GSAN;Atendimento;Solicitação de query (ATUALIZAÇÃO) - Cobrança de Tarifa de Cortado;"19/12/2018";"26/12/2018";"01/03/2017";0
22854;17;GSAN;Atendimento;Cadastrar fiscais no processo de atualização cadastral;"19/12/2018";"19/12/2018";"01/03/2017";0
22855;72;Gestão de Normativos;Atendimento;Erro de numeração segunda versão;"19/12/2018";"28/12/2018";"01/03/2017";0
22856;17;GSAN;Atendimento;Querie de Perdas e Receitas canceladas com problemas no ciclo 11 2018;"19/12/2018";"23/01/2019";"01/03/2017";0
22857;28;SIC;Evoluções e Novos Projetos;SIA - Dados do Requerente e Responsável Técnico;"19/12/2018";"04/02/2019";"01/03/2017";0
22858;67;Gerencial GSC;Reunião;Sprint 201812-02 - Reuniões de Monitoramento;"19/12/2018";;"01/03/2017";0
22859;38;BI Desenvolvimento;Evoluções e Novos Projetos;[COMERCIAL] Filtro Esgoto Fixo - BI Analítico;"19/12/2018";"26/12/2018";"01/03/2017";0
22860;38;BI Desenvolvimento;Evoluções e Novos Projetos;[AÇÕES DE CADASTRO] Armazenamento dos valores para acompanhamento mensal;"19/12/2018";"07/02/2019";"01/03/2017";0
22861;38;BI Desenvolvimento;Evoluções e Novos Projetos;[AÇÕES DE CADASTRO] Gráficos;"19/12/2018";"29/03/2019";"01/03/2017";0
22862;38;BI Desenvolvimento;Evoluções e Novos Projetos;[AÇÕES DE CADASTRO] Mapa;"19/12/2018";;"01/03/2017";0
22863;38;BI Desenvolvimento;Evoluções e Novos Projetos;[AÇÕES DE CADASTRO] Incluir CPF, CNPJ, ocorrência cadastro, telefones;"19/12/2018";"31/01/2019";"01/03/2017";0
22865;28;SIC;Atendimento;Alteração de perfil SIA;"20/12/2018";"26/12/2018";"01/03/2017";0
22867;17;GSAN;Corretiva;Validar CPF no Manter Solicitação de Acesso;"20/12/2018";;"01/03/2017";0
22868;3;Alpha;Atendimento;Solicitação de mais 02 senhas (Alpha) para o setor da GMS.;"20/12/2018";"27/12/2018";"01/03/2017";0
22869;17;GSAN;Atendimento;Liberar Permissão Especial - EFETUAR SUPRESSAO DE LIGACAO AGUA para a colaboradora GESSICA;"20/12/2018";"20/12/2018";"01/03/2017";0
22870;38;BI Desenvolvimento;Correções;Valor da Fatura quitada em Novembro/2018 e continua pendente;"20/12/2018";"11/01/2019";"01/03/2017";0
22871;17;GSAN;Corretiva;Retirar permissões especiais da colaboradora STELLA LIDIANE NASCIMENTO DE LIMA login 85243;"20/12/2018";;"01/03/2017";0
22872;17;GSAN;Atendimento;Retirar pagamentos de comandos não trabalhados pela BRK do boletim de medição de referência 11/2018;"20/12/2018";"14/01/2019";"01/03/2017";0
22873;17;GSAN;Atendimento;PLANILHA GHI | Solicitação da Planilha mês de Novembro;"20/12/2018";"26/12/2018";"01/03/2017";0
22874;17;GSAN;Atendimento;Reativar matrícula 108671585;"20/12/2018";"27/12/2018";"01/03/2017";0
22875;17;GSAN;Atendimento;Alterar Percentual de Cobrança de Esgoto em Tacaimbó;"20/12/2018";"15/04/2019";"01/03/2017";0
22876;77;GIS Compesa;Evoluções e Novos Projetos;Criação da VIEW para novos dados;"20/12/2018";"06/02/2019";"01/03/2017";0
22877;77;GIS Compesa;Evoluções e Novos Projetos;Edição dos mapas e do ambiente para novo layout;"20/12/2018";"10/04/2019";"01/03/2017";0
22878;17;GSAN;Atendimento;Erro no GSAN - Virtual II - matrículas 6991670 e 6885195;"20/12/2018";"10/01/2019";"01/03/2017";0
22879;17;GSAN;Atendimento;Bloquear Parcelamento;"20/12/2018";"08/02/2019";"01/03/2017";0
22880;17;GSAN;Atendimento;Criação de OS  -  Remanejamento de Rede;"21/12/2018";"21/12/2018";"01/03/2017";0
22881;17;GSAN;Atendimento;Retirar da Carteira - DEBITO DE DIFICIL RECUPERACAO;"21/12/2018";"10/01/2019";"01/03/2017";0
22882;17;GSAN;Atendimento;Implantar cliente na Tarifa Social;"21/12/2018";;"01/03/2017";0
22883;20;SIM;Atendimento;"Criação de mais serviços no campo ""Descrição do serviço"" na ""Autorização de serviço"" no SIM";"21/12/2018";;"01/03/2017";0
22884;17;GSAN;Atendimento;BM Petrolina - 12.2018;"21/12/2018";"27/02/2019";"01/03/2017";0
22885;17;GSAN;Atendimento;TRAVA MICROMEDIÇÃO CLIENTES  NA SITUAÇÃO  DE CORTADO;"21/12/2018";"07/01/2019";"01/03/2017";0
22886;17;GSAN;Atendimento;Processo : GERAR DADOS PARA LEITURA GR 05;"25/12/2018";"26/12/2018";"01/03/2017";0
22887;17;GSAN;Atendimento;Lote 6 Varejo remover e inserir matrículas;"26/12/2018";"26/12/2018";"01/03/2017";0
22888;38;BI Desenvolvimento;Atendimento;Aviso de corte;"26/12/2018";"26/12/2018";"01/03/2017";0
22889;38;BI Desenvolvimento;Evoluções e Novos Projetos;[COMERCIAL] Incluir no Analítico campo de percentual de esgoto;"26/12/2018";;"01/03/2017";0
22890;17;GSAN;Atendimento;baixa de fatura;"26/12/2018";"26/12/2018";"01/03/2017";0
22891;17;GSAN;Atendimento;Excluir unidades organizacionais subordinadas à 4801 (CCM CEntro Norte);"26/12/2018";"28/12/2018";"01/03/2017";0
22892;28;SIC;Correções;SIC - Colaboradores Masculinos aparecem Femininos;"26/12/2018";"07/03/2019";"01/03/2017";0
22893;17;GSAN;Atendimento;Aviso d corte;"26/12/2018";"27/12/2018";"01/03/2017";0
22894;17;GSAN;Atendimento;CANCELAMENTO FAT 11/2018 MATRICULA 108176665 E 107928280;"26/12/2018";;"01/03/2017";0
22895;17;GSAN;Atendimento;Ajustes nos acessos ao Sistema indevidos;"26/12/2018";;"01/03/2017";0
22896;3;Alpha;Atendimento;Criação de login para acesso ao alpha;"26/12/2018";"04/01/2019";"01/03/2017";0
22897;17;GSAN;Atendimento;Liberar Acesso a funcionalidade para o grupo Gerencia Cobranca;"26/12/2018";"07/01/2019";"01/03/2017";0
22899;17;GSAN;Atendimento;Matriculas Lote 6 Varejo;"26/12/2018";"27/12/2018";"01/03/2017";0
22900;17;GSAN;Corretiva;Erro ao gerar roteiro de fiscalização para Caruaru setor 976 e Triunfo setor 810;"27/12/2018";"21/01/2019";"01/03/2017";0
22901;17;GSAN;Atendimento;QUERY DE IMÓVEIS CORTADOS QUE FORAM RELIGADOS DE JANEIRO A DEZEMBROS 2018;"27/12/2018";"02/01/2019";"01/03/2017";0
22902;17;GSAN;Evolutiva;Relatório boletim de medição por comando;"27/12/2018";"19/03/2019";"01/03/2017";0
22903;17;GSAN;Atendimento;Solicitação de relatório com as ordens de cortes residuais que foram encerradas na Norte;"27/12/2018";"04/01/2019";"01/03/2017";0
22904;61;SIG - Sistema Informações Gerenciais;Atendimento;Erro ao gerar relatório SIG > Extrato de Imóveis SAD;"27/12/2018";;"01/03/2017";0
22906;3;Alpha;Atendimento;Liberar usuário para realizar pedido de autorização - PA;"27/12/2018";;"01/03/2017";0
22907;17;GSAN;Atendimento;CONFLITO DE CPF PARA LIBERAÇÃO DE MATRÍCULAS NO PRE-GSAN / GSAN-AC;"27/12/2018";"10/01/2019";"01/03/2017";0
22908;3;Alpha;Atendimento;CRIAR NOVO USUÁRIO;"27/12/2018";"04/01/2019";"01/03/2017";0
22909;77;GIS Compesa;Evoluções e Novos Projetos;Atribuição de IDENTIFICADORES às adutoras;"27/12/2018";"04/04/2019";"01/03/2017";0
22910;3;Alpha;Atendimento;alteração de senha;"28/12/2018";"27/02/2019";"01/03/2017";0
22911;28;SIC;Evoluções e Novos Projetos;Pedido de Licença - SIA;"28/12/2018";"02/01/2019";"01/03/2017";0
22912;17;GSAN;Evolutiva;Processamento de Negativação;"28/12/2018";"04/02/2019";"01/03/2017";0
22913;17;GSAN;Atendimento;Informações de Faturamento, Arrecadação e Medição - Petrolina - Consórcio Tecnoáguas;"28/12/2018";"27/02/2019";"01/03/2017";0
22914;17;GSAN;Atendimento;Informações de Faturamento, Arrecadação e Medição - Petrolina - Consórcio Tecnoáguas;"28/12/2018";"27/02/2019";"01/03/2017";0
22915;17;GSAN;Evolutiva;"Ajuste na frase ""Valide a inscrição para o Gis"" do Gsan no processo de Georreferênciamento de matrículas";"28/12/2018";;"01/03/2017";0
22916;17;GSAN;Evolutiva;Automatização Carta de Cobrança - Público [ GSAN ];"28/12/2018";;"01/03/2017";0
22917;17;GSAN;Atendimento;VERIFICAR ERRO NA GERAÇÃO DO RELATORIO RESUMO DA ANALISE DO FATURAMENTO;"28/12/2018";"07/01/2019";"01/03/2017";0
22918;77;GIS Compesa;Evoluções e Novos Projetos;Instalação do ambiente de monitoramento específico do GISCOMP;"28/12/2018";"02/05/2019";"01/03/2017";0
22919;77;GIS Compesa;Evoluções e Novos Projetos;Instalação do Data Reviewer nos servidores e estudo da ferramenta;"28/12/2018";"07/02/2019";"01/03/2017";0
22920;72;Gestão de Normativos;Atendimento;Limite de áreas relacionadas;"28/12/2018";"07/05/2019";"01/03/2017";0
22921;17;GSAN;Atendimento;Prazos parametrizado dos serviços do GSAN;"02/01/2019";"08/01/2019";"01/03/2017";0
22922;17;GSAN;Atendimento;GSAN | Problemas Encerramento Ordens de Serviços (Banco de dados);"02/01/2019";"02/01/2019";"01/03/2017";0
22923;17;GSAN;Atendimento;GSAN | Ordens de Serviço não tiveram os seus registros fotográficos salvos durante a sua realização.;"02/01/2019";"02/01/2019";"01/03/2017";0
22924;3;Alpha;Atendimento;Solicitação de Acesso ao Alpha;"02/01/2019";"27/02/2019";"01/03/2017";0
22925;17;GSAN;Atendimento;Reativar matrícula 106038320;"02/01/2019";"08/01/2019";"01/03/2017";0
22926;17;GSAN;Atendimento;Lançamentos das Inclusões;"02/01/2019";"11/04/2019";"01/03/2017";0
22927;28;SIC;Atendimento;SIA - Carregamento do mapa;"02/01/2019";;"01/03/2017";0
22928;72;Gestão de Normativos;Atendimento;SGN fora do ar - não é possível logar;"02/01/2019";"03/01/2019";"01/03/2017";0
22929;17;GSAN;Evolutiva;Parcelamento na loja virtual;"02/01/2019";"24/01/2019";"01/03/2017";0
22930;17;GSAN;Atendimento;Base de Débito de três ou mais Faturas com doze meses de atraso;"02/01/2019";"10/01/2019";"01/03/2017";0
22931;17;GSAN;Atendimento;Solicitação de Query RAs e OSs;"02/01/2019";"08/02/2019";"01/03/2017";0
22932;17;GSAN;Atendimento;Acesso especial;"02/01/2019";"03/01/2019";"01/03/2017";0
22933;3;Alpha;Atendimento;ATUALIZAR PERFIL ALPHA;"02/01/2019";"12/02/2019";"01/03/2017";0
22934;3;Alpha;Atendimento;RESTABELECER STATUS DE REQUISIÇÃO DE COMPRA CANCELADA INDEVIDAMENTE;"02/01/2019";"27/02/2019";"01/03/2017";0
22935;28;SIC;Evoluções e Novos Projetos;Revisar views integradas do Alpha antes da migração para o Alpha 9;"03/01/2019";"25/01/2019";"01/03/2017";0
22936;17;GSAN;Evolutiva;Adicionar campo na tela manter RA;"03/01/2019";"08/01/2019";"01/03/2017";0
22937;72;Gestão de Normativos;Atendimento;mudança de autor de NI em modo rascunho;"03/01/2019";"03/01/2019";"01/03/2017";0
22938;77;GIS Compesa;Evoluções e Novos Projetos;Processo de Validação da Politica de Acesso;"03/01/2019";"14/01/2019";"01/03/2017";0
22939;3;Alpha;Atendimento;inclusão de acessos;"03/01/2019";"03/01/2019";"01/03/2017";0
22940;17;GSAN;Atendimento;Pagamento com Cartão;"03/01/2019";"10/01/2019";"01/03/2017";0
22941;17;GSAN;Atendimento;Liberar acesso ao Gsan;"03/01/2019";"27/02/2019";"01/03/2017";0
22942;17;GSAN;Atendimento;Query- Situação dos Hidrômetros das matriculas que tiveram o faturamento retomado;"03/01/2019";"07/01/2019";"01/03/2017";0
22943;17;GSAN;Atendimento;"6 - GERAR DOCUMENTO DE COBRANCA - EVENTUAL (CARTA NEGOCIACAO)";"03/01/2019";"18/01/2019";"01/03/2017";0
22944;17;GSAN;Atendimento;Acesso nível II;"03/01/2019";"07/01/2019";"01/03/2017";0
22945;61;SIG - Sistema Informações Gerenciais;Evoluções e Novos Projetos;Criação de rotina para carregamento automático de arquivo;"03/01/2019";;"01/03/2017";0
22946;77;GIS Compesa;Atendimento;GIS ATENDE Prazo;"03/01/2019";"07/01/2019";"01/03/2017";0
22947;17;GSAN;Atendimento;Correção preço de serviço;"03/01/2019";"10/01/2019";"01/03/2017";0
22948;17;GSAN;Atendimento;Cancemento de Acrescimos Indevidos.;"03/01/2019";"10/01/2019";"01/03/2017";0
22949;3;Alpha;Atendimento;Alterar valor de aquisição;"03/01/2019";;"01/03/2017";0
22950;38;BI Desenvolvimento;Atendimento;[PLANO DE METAS] Atualização;"03/01/2019";"21/01/2019";"01/03/2017";0
22951;3;Alpha;Atendimento;Vincular XML ao IDNF (BOING);"03/01/2019";"27/02/2019";"01/03/2017";0
22952;17;GSAN;Atendimento;Processo 282  ATU. DADOS IMOVEL PELO RECADASTRAMENTO;"04/01/2019";"18/01/2019";"01/03/2017";0
22953;77;GIS Compesa;Correções;Modificar no DASHBOARD de água Forma de calcular o ICT;"04/01/2019";"18/02/2019";"01/03/2017";0
22954;3;Alpha;Atendimento;Alterar Status de Ordem de Compra;"04/01/2019";"04/01/2019";"01/03/2017";0
22955;3;Alpha;Atendimento;Permissão para Usuário Liberar e Imprimir Ordem de Compra;"04/01/2019";"27/02/2019";"01/03/2017";0
22956;17;GSAN;Evolutiva;"Tramitar RA's de especificação ""FISCALIZACAO DE IRREGULARIDADE - GTC"" automaticamente";"04/01/2019";"14/02/2019";"01/03/2017";0
22957;17;GSAN;Atendimento;Problema no acesso do funcionário de login 77119;"04/01/2019";"28/01/2019";"01/03/2017";0
22958;17;GSAN;Atendimento;INCLUSÃO DE NOVO DADO NA QUERY (GEV-DNN) A PARTIR NOVEMBRO DE 2018;"04/01/2019";"21/01/2019";"01/03/2017";0
22959;17;GSAN;Atendimento;baixa de fatura;"04/01/2019";;"01/03/2017";0
22960;17;GSAN;Atendimento;Corrigir Tramite automático;"04/01/2019";"07/02/2019";"01/03/2017";0
22961;17;GSAN;Atendimento;Tramite automatico para unidade 4861 - RS - Centro Norte;"04/01/2019";"07/02/2019";"01/03/2017";0
22962;17;GSAN;Atendimento;Adicionar mais serviços ao GSANEOS;"04/01/2019";"23/01/2019";"01/03/2017";0
22963;17;GSAN;Corretiva;[GTW-PGMT] - Atualizar solicitações de pagamento antigas;"04/01/2019";"01/02/2019";"01/03/2017";0
22964;17;GSAN;Atendimento;LIBERAÇÃO DE ACESSO: IMOVEIS NAS CARTEIRAS VAREJO E CONDOMINIO E DO CONSORCIO TECNOAGUAS;"04/01/2019";"11/01/2019";"01/03/2017";0
22965;39;GABI;Atendimento;Erros no sistema GABI na parte dos projetos.;"07/01/2019";"25/01/2019";"01/03/2017";0
22966;17;GSAN;Atendimento;Query p/Cobrança Judicial;"07/01/2019";"11/01/2019";"01/03/2017";0
22968;77;GIS Compesa;Evoluções e Novos Projetos;Melhoria do dashboard da Tarifa Social;"07/01/2019";"29/01/2019";"01/03/2017";0
22969;3;Alpha;Atendimento;Ajuste de medição no sistema alpha  CT. PS. 16.4.278;"07/01/2019";"09/01/2019";"01/03/2017";0
22970;3;Alpha;Atendimento;Cancelamento de Título a Fornecedor;"07/01/2019";"27/02/2019";"01/03/2017";0
22971;77;GIS Compesa;Atendimento;Criação dos relatórios de atividades do contrato de GEOPROCESSAMENTO;"07/01/2019";;"01/03/2017";0
22972;17;GSAN;Atendimento;Reativar matrículas 108135322 / 106024990 / 106038320;"07/01/2019";"08/01/2019";"01/03/2017";0
22973;3;Alpha;Atendimento;Correção do Cálculo do Cronograma de Manutenção Preventiva;"07/01/2019";;"01/03/2017";0
22974;17;GSAN;Atendimento;Solicitação de Query RAs e OSs;"07/01/2019";"08/02/2019";"01/03/2017";0
22975;72;Gestão de Normativos;Atendimento;"Criar ""perfis""";"07/01/2019";;"01/03/2017";0
22976;72;Gestão de Normativos;Atendimento;"Permitir visualizar ""propriedades""";"07/01/2019";;"01/03/2017";0
22977;17;GSAN;Corretiva;PROCESSO 282 - ATU. DADOS IMOVEL PELO RECADASTRAMENTO - ERRO NO SEQ 1;"08/01/2019";;"01/03/2017";0
22978;3;Alpha;Atendimento;Espelho do perfil de Verônica Paiva;"08/01/2019";"27/02/2019";"01/03/2017";0
22979;38;BI Desenvolvimento;Correções;Atualizar arrecadação 122018;"08/01/2019";"10/01/2019";"01/03/2017";0
22980;17;GSAN;Evolutiva;Ajuste Vencimento extrato de débito;"08/01/2019";"31/01/2019";"01/03/2017";0
22981;3;Alpha;Atendimento;Espelho do perfil de Amanda Tenório;"08/01/2019";"27/02/2019";"01/03/2017";0
22982;17;GSAN;Evolutiva;Queries para Criação dos Lançamentos Contábeis de Faturamento;"08/01/2019";"15/01/2019";"01/03/2017";0
22983;17;GSAN;Atendimento;desativação de caixas organizacionais;"08/01/2019";"08/01/2019";"01/03/2017";0
22984;13;JUSCOMPESA;Atendimento;Tipo - Competência - Esfera - CADASTRAR;"08/01/2019";"16/01/2019";"01/03/2017";0
22985;17;GSAN;Evolutiva;"inserir na tela da função ""manter ordem de serviço"" a opção de selecionar por setor e quadra, pois hoje só existe por localidade e bairro,";"08/01/2019";;"01/03/2017";0
22986;17;GSAN;Evolutiva;melhoria no GSANEOS;"08/01/2019";"18/02/2019";"01/03/2017";0
22987;4;Avaliação de Desempenho;Atendimento;Importar dados e preparar para Avaliação 2017/2018;"08/01/2019";"27/02/2019";"01/03/2017";0
22988;17;GSAN;Atendimento;Lista das localidades com os códigos e unidades de trâmites de RAs do grupo Cadastro;"08/01/2019";"10/01/2019";"01/03/2017";0
22989;3;Alpha;Atendimento;ERRO ALPHA;"08/01/2019";;"01/03/2017";0
22990;77;GIS Compesa;Evoluções e Novos Projetos;Criar mapa de zoneamento para estudo de perfis socioeconômicos dos setores comerciais, utilizando parâmetros do censo do IBGE e score comercial (GSAN e Empresas de Cobrança).;"08/01/2019";"31/01/2019";"01/03/2017";0
22991;17;GSAN;Atendimento;GSAN ONLINE 192.192.167;"08/01/2019";"15/01/2019";"01/03/2017";0
22992;3;Alpha;Atendimento;ACESSO AO PERFIL DE REQUISIÇÃO DE MATERIAIS VIA ALPHA;"08/01/2019";"27/02/2019";"01/03/2017";0
22993;77;GIS Compesa;Evoluções e Novos Projetos;Modificação dos domínios do BD das ligações conforme nova versão criada;"08/01/2019";"21/03/2019";"01/03/2017";0
22994;20;SIM;Atendimento;SIM - Celular;"08/01/2019";"08/03/2019";"01/03/2017";0
22995;17;GSAN;Atendimento;INVESTIGAR MOTIVO DE O GSAN NÃO ACEITAR A SITUAÇÃO ESPECIAL DE FATURAMENTO;"08/01/2019";"09/01/2019";"01/03/2017";0
22996;3;Alpha;Atendimento;Troca de autorizador ALPHA TRAVEL DGC- Diretoria de Gestão Coorporativa;"08/01/2019";"09/01/2019";"01/03/2017";0
22997;17;GSAN;Atendimento;Dados de arrecadação relativo apenas a água por matrícula e gerência da categoria residencial;"09/01/2019";"10/01/2019";"01/03/2017";0
22998;17;GSAN;Atendimento;REGERAR AS QUERY (GEV-DNN) DE NOVEMBRO DE 2018;"09/01/2019";;"01/03/2017";0
22999;17;GSAN;Atendimento;"5 -GERAR DADOS DIARIOS ARRECADACAO";"09/01/2019";"18/01/2019";"01/03/2017";0
23000;3;Alpha;Atendimento;Criar novo usuário;"09/01/2019";"09/01/2019";"01/03/2017";0
23001;17;GSAN;Evolutiva;Retirar trava para inclusão na RD 12;"09/01/2019";"18/01/2019";"01/03/2017";0
23002;28;SIC;Correções;Erro ao tentar incluir comunicado com manobras duplicadas na mesma data/hora;"09/01/2019";"31/01/2019";"01/03/2017";0
23003;17;GSAN;Atendimento;Erro no Virtual II - matrícula 6224091 (dois HDs no imóvel);"09/01/2019";"10/01/2019";"01/03/2017";0
23004;17;GSAN;Atendimento;Levantamento e correção das matrículas que possuem mais de uma hidrômetro de água instalados no GSAN;"09/01/2019";"07/05/2019";"01/03/2017";0
23005;17;GSAN;Corretiva;URGENTE: VERIFICAR ERRO NA IMPRESSÃO DAS FATURAS DO IMOVEL INDIVIDUALIZADO NO ARQUIVO DO LEITURISTA;"09/01/2019";"26/02/2019";"01/03/2017";0
23006;3;Alpha;Atendimento;CONSERTAR FORMULARIO  210554- Data sumiu;"09/01/2019";"10/01/2019";"01/03/2017";0
23007;77;GIS Compesa;Atendimento;Arquivos MDT e SB;"10/01/2019";"11/01/2019";"01/03/2017";0
23008;3;Alpha;Atendimento;Solicitação de acesso para Login no ALPHA;"10/01/2019";"15/01/2019";"01/03/2017";0
23009;55;Projeto de Terceiros;Atendimento;ADEQUAÇÃO DO PROGRAMA CLIENTE EMPREENDEDOR - PAPEL ZERO;"10/01/2019";"10/01/2019";"01/03/2017";0
23010;17;GSAN;Atendimento;Efetuar o encerramento dos RAs das caixas da GMR citada no e-mail;"10/01/2019";"10/01/2019";"01/03/2017";0
23011;17;GSAN;Atendimento;Retirar de revisão;"10/01/2019";"09/04/2019";"01/03/2017";0
23012;17;GSAN;Corretiva;EMISSÃO DE EXTRATO SEM INDICAÇÃO DO RESPONSÁVEL;"10/01/2019";"13/02/2019";"01/03/2017";0
23013;17;GSAN;Atendimento;Comandos brk;"10/01/2019";"15/01/2019";"01/03/2017";0
23014;38;BI Desenvolvimento;Evoluções e Novos Projetos;[COMERCIAL] Alteração do Dashboard de Faturamento;"10/01/2019";;"01/03/2017";0
23015;17;GSAN;Corretiva;Erro no Lançamento de matriculas georreferenciadas;"10/01/2019";"15/02/2019";"01/03/2017";0
23016;77;GIS Compesa;Atendimento;Criar visão no GIS para Campanha Verão Legal;"10/01/2019";"28/01/2019";"01/03/2017";0
23017;28;SIC;Evoluções e Novos Projetos;SIA - Inclusão de responsável técnico;"11/01/2019";"01/02/2019";"01/03/2017";0
23018;28;SIC;Evoluções e Novos Projetos;SIA - Solicitação de licença;"11/01/2019";;"01/03/2017";0
23019;28;SIC;Atendimento;SIA - Alteração Processos/Licença;"11/01/2019";;"01/03/2017";0
23020;28;SIC;Evoluções e Novos Projetos;SIA - Exigências;"11/01/2019";"03/04/2019";"01/03/2017";0
23021;28;SIC;Atendimento;SIA - Farol de status de processo;"11/01/2019";;"01/03/2017";0
23022;77;GIS Compesa;Atendimento;Alteração de camada da área do NOVA OLINDA no GISMR;"11/01/2019";"04/04/2019";"01/03/2017";0
23023;28;SIC;Evoluções e Novos Projetos;SIA - Dispensa de Licenciamento;"11/01/2019";;"01/03/2017";0
23024;3;Alpha;Reunião;ATA REUNIÂO :: Alinhamento sobre o Plano de Virada do Alpha 9;"11/01/2019";"11/01/2019";"01/03/2017";0
23025;3;Alpha;Atendimento;erro alpha;"11/01/2019";"15/01/2019";"01/03/2017";0
23026;28;SIC;Evoluções e Novos Projetos;SIA - Descrição por tipo de licença;"11/01/2019";"15/04/2019";"01/03/2017";0
23027;17;GSAN;Evolutiva;Retorno automático ao faturamento dos clientes suspenso por débito que realizaram pagamento;"11/01/2019";;"01/03/2017";0
23028;72;Gestão de Normativos;Atendimento;não consigo abrir os anexos da  GTC-NI-003-01;"11/01/2019";"14/02/2019";"01/03/2017";0
23029;72;Gestão de Normativos;Atendimento;Numeração anexos;"14/01/2019";"07/03/2019";"01/03/2017";0
23030;17;GSAN;Atendimento;Solicito encerramento dos RAs conforme e-mail por decurso de prazo;"14/01/2019";"14/01/2019";"01/03/2017";0
23031;17;GSAN;Evolutiva;Gerar OS de remoção de entulho ao encerrar OS de finalização dos contratos GMR;"14/01/2019";;"01/03/2017";0
23032;17;GSAN;Corretiva;ROTEIRO GERADO NO GSAN-AC COM ERRO NÃO BAIXA NO TABLET;"14/01/2019";"15/05/2019";"01/03/2017";0
23033;39;GABI;Atendimento;Elaboração de Sistema - SNIS;"14/01/2019";;"01/03/2017";0
23034;67;Gerencial GSC;Consultoria;Desenvolvimento do novo modelo de contratação de serviços de tecnologia;"14/01/2019";;"01/03/2017";0
23035;17;GSAN;Atendimento;Excluir Situação de Cobrança - Envio de Negativação Bloqueada;"14/01/2019";"17/01/2019";"01/03/2017";0
23036;17;GSAN;Atendimento;Erro ao recepcionar dados de fiscalização para o GSAN;"14/01/2019";"15/01/2019";"01/03/2017";0
23037;17;GSAN;Atendimento;Atualização da Base de clientes;"14/01/2019";"31/01/2019";"01/03/2017";0
23038;72;Gestão de Normativos;Atendimento;Erro de login;"15/01/2019";"14/02/2019";"01/03/2017";0
23039;17;GSAN;Evolutiva;Queries para Criação dos Lançamentos Contábeis de Faturamento II;"15/01/2019";"21/01/2019";"01/03/2017";0
23040;17;GSAN;Atendimento;Remessa de Carta de Cobrança por E-mail;"15/01/2019";"13/02/2019";"01/03/2017";0
23041;3;Alpha;Atendimento;SOLICITAÇÃO DE ATIVAÇÃO DE SENHA DO GERENTE AMARO ANDRADE;"15/01/2019";"15/01/2019";"01/03/2017";0
23042;17;GSAN;Atendimento;esclarecimento relatório dados diários GRN alto do capibaribe;"15/01/2019";"11/02/2019";"01/03/2017";0
23043;28;SIC;Correções;Nota Fiscal 893 ABL;"15/01/2019";"11/03/2019";"01/03/2017";0
23044;17;GSAN;Atendimento;Serviços cadastrados no GSAN - Preços e Prazos;"15/01/2019";"24/01/2019";"01/03/2017";0
23045;17;GSAN;Atendimento;Elaboração das views carteiras varejo e condominio;"15/01/2019";"06/02/2019";"01/03/2017";0
23046;17;GSAN;Corretiva;"57 - GERAR FATURA CLIENTE RESPONSAVEL";"15/01/2019";"27/02/2019";"01/03/2017";0
23047;3;Alpha;Atendimento;ERRO NA INCLUSÃO DE FORMULARIO -Projeto novo;"16/01/2019";"16/01/2019";"01/03/2017";0
23048;3;Alpha;Atendimento;MUDAR O STATUS PORQUE JÁ FORAM PAGOS;"16/01/2019";"16/01/2019";"01/03/2017";0
23049;17;GSAN;Atendimento;RA BLOQUEADO;"16/01/2019";"23/01/2019";"01/03/2017";0
23050;17;GSAN;Corretiva;Erro na geração de roteiro de fiscalização de Jenipapo S-240;"16/01/2019";;"01/03/2017";0
23051;17;GSAN;Atendimento;"66 - ENCERRAR FATURAMENTO PARTE 2";"16/01/2019";"18/01/2019";"01/03/2017";0
23052;17;GSAN;Atendimento;Novos motivos de inserir cliente;"16/01/2019";"21/01/2019";"01/03/2017";0
23053;17;GSAN;Atendimento;query com imoveis que possuem volume fixo de água e/ou de esgoto;"16/01/2019";"22/01/2019";"01/03/2017";0
23054;17;GSAN;Atendimento;Query - Micromedição-Rodrigo;"16/01/2019";"30/01/2019";"01/03/2017";0
23055;17;GSAN;Corretiva;Recadastramento_10 m3_unidade de destino;"16/01/2019";"08/05/2019";"01/03/2017";0
23056;17;GSAN;Atendimento;Dados diários arrecadação;"16/01/2019";;"01/03/2017";0
23057;77;GIS Compesa;Evoluções e Novos Projetos;DESENVOLVIMENTO DO SERVIÇO GIS NOVA OLINDA;"16/01/2019";;"01/03/2017";0
